,image,label,is_train
160,./data/3/2020010615254401.tif,3,True
161,./data/3/3020010209214604.tif,3,True
162,./data/3/2020010215584604.tif,3,True
163,./data/3/3020010311233103.tif,3,True
164,./data/3/2020010311400605.tif,3,True
165,./data/3/3020010311295106.tif,3,True
166,./data/3/2020010712075703.tif,3,True
167,./data/3/2020011011233805.tif,3,True
168,./data/3/2020010913124702.tif,3,True
169,./data/3/2020010316413903.tif,3,False
170,./data/3/2020010910491301.tif,3,True
171,./data/3/2020010611322501.tif,3,True
172,./data/3/2020010815001706.tif,3,True
173,./data/3/2020011412583400.jpg,3,True
174,./data/3/302001021320420a.tif,3,True
175,./data/3/2020010911534202.tif,3,True
176,./data/3/3020010310045202.tif,3,True
177,./data/3/2020010917093602.tif,3,True
178,./data/3/3020010314264107.tif,3,False
179,./data/3/2020010210115000.tif,3,True
180,./data/3/2020010615553201.tif,3,True
181,./data/3/2020010311222506.tif,3,True
182,./data/3/2020010916482105.tif,3,True
183,./data/3/3020010211361803.tif,3,True
184,./data/3/3020010614554301.tif,3,True
185,./data/3/2020010614192606.tif,3,True
186,./data/3/3020011511073600.jpg,3,True
187,./data/3/2020010810482404.tif,3,True
188,./data/3/3020010816083703.tif,3,True
189,./data/3/302001071517110b.tif,3,True
190,./data/3/202001031645480m.tif,3,True
191,./data/3/2020010716283404.tif,3,True
192,./data/3/3020010310174401.tif,3,True
193,./data/3/3020010912454804.tif,3,True
194,./data/3/3020010911130005.tif,3,True
195,./data/3/3020010816591806.tif,3,True
196,./data/3/3020010914144000.tif,3,False
197,./data/3/2020010611393000.tif,3,True
198,./data/3/3020010216534801.tif,3,True
199,./data/3/2020010215562901.tif,3,True
200,./data/3/2020010317012605.tif,3,True
201,./data/3/2020011012461502.tif,3,True
202,./data/3/2020010911401100.tif,3,True
203,./data/3/3020010911081600.jpg,3,True
204,./data/3/3020011511073503.jpg,3,True
205,./data/3/2020010915403203.tif,3,True
206,./data/3/3020010715040400.tif,3,True
207,./data/3/3020011508551300.tif,3,True
208,./data/3/302001091701010a.tif,3,True
209,./data/3/3020010816425801.tif,3,True
210,./data/3/2020010713250708.tif,3,True
211,./data/3/2020010717542400.tif,3,True
212,./data/3/2020010814471105.tif,3,True
213,./data/3/3020010915193600.tif,3,True
214,./data/3/2020010218055400.tif,3,True
215,./data/3/202001021630150e.tif,3,True
216,./data/3/2020010610580103.tif,3,True
217,./data/3/3020010708183206.tif,3,True
218,./data/3/2020010814060705.tif,3,True
219,./data/3/2020010718383602.tif,3,True
220,./data/3/3020010614061101.tif,3,True
221,./data/3/2020010316462203.tif,3,True
222,./data/3/302001091523400b.tif,3,True
223,./data/3/2020010217164805.tif,3,True
224,./data/3/2020010611322503.tif,3,True
225,./data/3/2020010914414205.tif,3,True
226,./data/3/2020010313443000.tif,3,True
227,./data/3/3020010611252904.tif,3,True
228,./data/3/3020010818432805.tif,3,True
229,./data/3/3020010615503402.tif,3,True
230,./data/3/3020010311233607.tif,3,True
231,./data/3/3020010215474101.tif,3,True
232,./data/3/2020010717512102.tif,3,True
233,./data/3/3020010311233003.tif,3,True
234,./data/3/2020010714402502.tif,3,True
235,./data/3/3020010914413300.tif,3,True
236,./data/3/2020010608335102.tif,3,True
237,./data/3/2020010814424207.tif,3,True
238,./data/3/2020010215585505.tif,3,True
239,./data/3/3020010213121600.tif,3,True
240,./data/3/2020010910532308.tif,3,True
241,./data/3/3020010214085301.tif,3,True
242,./data/3/3020010815122206.jpg,3,True
243,./data/3/2020010616230403.tif,3,True
244,./data/3/2020010713513303.tif,3,True
245,./data/3/3020010812422501.tif,3,False
246,./data/3/2020010914244004.tif,3,True
247,./data/3/3020010910511501.tif,3,True
248,./data/3/2020010210114805.tif,3,True
249,./data/3/2020010613554205.tif,3,True
250,./data/3/3020010211064203.tif,3,True
251,./data/3/3020010209534605.tif,3,True
252,./data/3/2020010914291202.tif,3,True
253,./data/3/3020010811570106.tif,3,False
254,./data/3/3020010611290104.tif,3,True
255,./data/3/2020010815250401.tif,3,True
256,./data/3/3020010311083205.tif,3,True
257,./data/3/2020010614203200.tif,3,True
258,./data/3/3020010914453701.tif,3,True
259,./data/3/3020010614360904.tif,3,True
260,./data/3/3020010710572301.tif,3,True
261,./data/3/2020010914402501.tif,3,True
262,./data/3/2020010814140703.tif,3,True
263,./data/3/202001081035220n.tif,3,True
264,./data/3/3020010614423701.tif,3,True
265,./data/3/202001061554460e.tif,3,True
266,./data/3/3020010811130400.jpg,3,True
267,./data/3/2020010310134605.tif,3,True
268,./data/3/2020010910405500.tif,3,True
269,./data/3/2020010915104100.tif,3,True
270,./data/3/2020011713564805.jpg,3,False
271,./data/3/3020010613574109.tif,3,True
272,./data/3/2020010710540405.jpg,3,True
273,./data/3/3020010916370908.tif,3,True
274,./data/3/3020010614012200.tif,3,True
275,./data/3/3020010613355309.tif,3,True
276,./data/3/3020010911245106.tif,3,True
277,./data/3/3020010911164901.tif,3,True
278,./data/3/2020010611344804.tif,3,True
279,./data/3/2020010911003102.jpg,3,True
280,./data/3/3020010911583103.tif,3,False
281,./data/3/2020010814125901.tif,3,False
282,./data/3/3020010816583303.tif,3,True
283,./data/3/2020010916143104.tif,3,True
284,./data/3/2020010816305102.tif,3,True
285,./data/3/2020010616394701.jpg,3,True
286,./data/3/2020010810463401.jpg,3,True
287,./data/3/2020010316451104.tif,3,True
288,./data/3/2020010811402201.tif,3,True
289,./data/3/2020010814121801.tif,3,True
290,./data/3/3020010613473503.tif,3,True
291,./data/3/2020010315035100.tif,3,True
292,./data/3/3020010816583302.tif,3,True
293,./data/3/2020010711064702.tif,3,True
294,./data/3/2020010916440404.tif,3,False
295,./data/3/202001031148300d.tif,3,True
296,./data/3/2020010714090303.tif,3,True
297,./data/3/2020010917200409.tif,3,True
298,./data/3/2020010316042205.tif,3,True
299,./data/3/2020010314295000.tif,3,True
300,./data/3/2020010316352906.tif,3,True
301,./data/3/2020010717135904.jpg,3,True
302,./data/3/2020010912333704.tif,3,True
303,./data/3/3020010814293108.tif,3,True
304,./data/3/3020010815473608.tif,3,True
305,./data/3/2020010914121802.tif,3,True
306,./data/3/3020010711121902.tif,3,True
307,./data/3/3020010715573606.tif,3,False
308,./data/3/2020010309550301.tif,3,True
309,./data/3/3020010612461507.tif,3,True
310,./data/3/3020010214490709.tif,3,True
311,./data/3/3020010216082705.tif,3,True
312,./data/3/3020010614324800.tif,3,True
313,./data/3/2020010615553208.tif,3,True
314,./data/3/3020010317090802.tif,3,True
315,./data/3/2020010711210602.tif,3,False
316,./data/3/3020010711540300.tif,3,True
317,./data/3/2020010315513506.tif,3,False
318,./data/3/2020010908345101.jpg,3,True
319,./data/3/2020010714325001.jpg,3,True
320,./data/3/3020010713345900.tif,3,True
321,./data/3/3020010615190507.tif,3,True
322,./data/3/3020010311481205.tif,3,True
323,./data/3/2020010214153509.tif,3,True
324,./data/3/3020010913401303.jpg,3,True
325,./data/3/3020010615581104.tif,3,False
326,./data/3/2020011314191202.jpg,3,True
327,./data/3/2020010917214906.tif,3,True
328,./data/3/2020010612553601.tif,3,True
329,./data/3/3020010614045103.tif,3,True
330,./data/3/2020010910085807.tif,3,True
331,./data/3/3020010216095803.tif,3,True
332,./data/3/3020011312473001.jpg,3,True
333,./data/3/2020012108212200.tif,3,True
334,./data/3/3020010715310704.tif,3,True
335,./data/3/3020010716405100.tif,3,True
336,./data/3/2020010912515404.tif,3,True
337,./data/3/2020011812551400.tif,3,True
338,./data/3/3020010913464100.jpg,3,True
339,./data/3/302001021541540f.tif,3,True
340,./data/3/2020011010330602.tif,3,True
341,./data/3/3020010914460203.tif,3,True
342,./data/3/3020010709292904.tif,3,True
343,./data/3/3020010709392505.tif,3,True
344,./data/3/2020010211314900.tif,3,True
345,./data/3/2020010816263602.tif,3,True
346,./data/3/302001031618470e.tif,3,True
347,./data/3/3020010614021806.tif,3,True
348,./data/3/2020010312391006.tif,3,True
349,./data/3/2020010816122102.tif,3,True
350,./data/3/2020011011205402.tif,3,True
351,./data/3/2020010913124509.tif,3,False
352,./data/3/3020010314064702.tif,3,True
353,./data/3/3020010814262303.tif,3,True
354,./data/3/2020010710262006.tif,3,True
355,./data/3/2020010812385806.tif,3,True
356,./data/3/3020010811141703.tif,3,True
357,./data/3/2020010610062501.tif,3,True
358,./data/3/3020010913342801.tif,3,True
359,./data/3/3020010811172902.tif,3,False
360,./data/3/2020010314500004.tif,3,True
361,./data/3/2020010318060902.tif,3,True
362,./data/3/3020010910025206.tif,3,True
363,./data/3/202001061707230r.tif,3,True
364,./data/3/2020010611114406.tif,3,True
365,./data/3/2020010814390304.tif,3,True
366,./data/3/2020010917363505.tif,3,True
367,./data/3/2020010814193104.tif,3,True
368,./data/3/2020010813024305.tif,3,True
369,./data/3/3020010911241102.tif,3,True
370,./data/3/2020011011263400.tif,3,True
371,./data/3/3020011411454902.tif,3,True
372,./data/3/302001061533480b.tif,3,True
373,./data/3/2020010715185003.tif,3,True
374,./data/3/2020010314593903.tif,3,False
375,./data/3/3020011010011902.tif,3,True
376,./data/3/2020010317035202.tif,3,True
377,./data/3/2020011417400401.jpg,3,True
378,./data/3/3020010213444301.tif,3,True
379,./data/3/3020011310534302.jpg,3,False
380,./data/3/2020010612394500.tif,3,True
381,./data/3/2020010210264501.tif,3,True
382,./data/3/2020010813354701.tif,3,True
383,./data/3/3020010613202702.tif,3,True
384,./data/3/3020010309290803.tif,3,True
385,./data/3/2020010808015702.tif,3,True
386,./data/3/302001021408450b.tif,3,True
387,./data/3/3020010311370404.tif,3,False
388,./data/3/2020010315362304.tif,3,True
389,./data/3/3020010911502103.tif,3,True
390,./data/3/2020010215070407.tif,3,True
391,./data/3/2020010917023208.tif,3,True
392,./data/3/202001081104110a.tif,3,True
393,./data/3/3020010912333703.tif,3,True
394,./data/3/3020010711445301.tif,3,True
395,./data/3/3020010609550900.tif,3,True
396,./data/3/3020011011114808.tif,3,True
397,./data/3/3020010212284906.tif,3,True
398,./data/3/3020010211394901.tif,3,True
399,./data/3/2020010715352004.tif,3,True
400,./data/3/2020011509290700.jpg,3,True
401,./data/3/3020010614493004.tif,3,True
402,./data/3/3020010609003902.tif,3,True
403,./data/3/3020011513505101.tif,3,True
404,./data/3/3020010909210304.tif,3,True
405,./data/3/2020010615235604.tif,3,True
406,./data/3/3020010214484503.tif,3,True
407,./data/3/2020010316413908.tif,3,True
408,./data/3/302001091154510a.tif,3,True
409,./data/3/2020010615405304.tif,3,True
410,./data/3/3020010811072406.tif,3,True
411,./data/3/3020010811144708.tif,3,True
412,./data/3/2020010809440802.tif,3,True
413,./data/3/2020010614055004.tif,3,True
414,./data/3/3020010709450703.tif,3,True
415,./data/3/2020010915175102.tif,3,True
416,./data/3/3020010715002500.tif,3,True
417,./data/3/2020010715474203.tif,3,True
418,./data/3/3020011011001300.tif,3,True
419,./data/3/3020010310151401.tif,3,True
420,./data/3/3020011115434405.tif,3,True
421,./data/3/2020010812593001.tif,3,True
422,./data/3/3020010316565208.tif,3,True
423,./data/3/3020010314521100.tif,3,True
424,./data/3/2020010615145607.tif,3,True
425,./data/3/2020010310442901.tif,3,True
426,./data/3/2020011011252706.tif,3,True
427,./data/3/2020010711343207.tif,3,True
428,./data/3/3020010611211208.tif,3,True
429,./data/3/3020011009594300.tif,3,True
430,./data/3/3020011711253002.tif,3,True
431,./data/3/2020010310591406.tif,3,False
432,./data/3/2020010715022105.tif,3,True
433,./data/3/3020010609443602.tif,3,True
434,./data/3/2020010316361706.tif,3,True
435,./data/3/202001081549420m.tif,3,True
436,./data/3/3020010615513702.tif,3,False
437,./data/3/2020010911440108.tif,3,True
438,./data/3/3020010615123301.tif,3,True
439,./data/3/3020010616282701.tif,3,True
440,./data/3/3020010610112600.tif,3,False
441,./data/3/3020011015361603.jpg,3,True
442,./data/3/2020010708481800.tif,3,True
443,./data/3/2020010910571801.tif,3,True
444,./data/3/2020010816042009.tif,3,True
445,./data/3/202001091100580b.tif,3,True
446,./data/3/2020010814030301.tif,3,True
447,./data/3/2020010614173803.tif,3,False
448,./data/3/3020010815503100.tif,3,True
449,./data/3/2020010310032607.tif,3,True
450,./data/3/3020010800305700.jpg,3,True
451,./data/3/202001090955430c.tif,3,True
452,./data/3/2020010614204001.tif,3,False
453,./data/3/3020010715553602.tif,3,True
454,./data/3/2020010914474701.tif,3,True
455,./data/3/3020010614223707.tif,3,True
456,./data/3/3020011308254301.jpg,3,True
457,./data/3/2020010911171701.tif,3,True
458,./data/3/2020010818191003.tif,3,True
459,./data/3/2020010715452304.tif,3,True
460,./data/3/2020010210312703.tif,3,True
461,./data/3/3020011010251000.tif,3,True
462,./data/3/3020010711260201.tif,3,True
463,./data/3/2020010313282505.tif,3,True
464,./data/3/3020010713580101.tif,3,True
465,./data/3/2020010815553009.tif,3,True
466,./data/3/2020010315035202.tif,3,True
467,./data/3/3020010211252405.tif,3,True
468,./data/3/2020010816134200.tif,3,True
469,./data/3/2020010911194700.tif,3,True
470,./data/3/2020010615264404.tif,3,True
471,./data/3/2020010216075405.tif,3,True
472,./data/3/2020010715044701.tif,3,True
473,./data/3/3020010913482802.tif,3,True
474,./data/3/3020010311092507.tif,3,True
475,./data/3/3020010914103707.tif,3,False
476,./data/3/2020010715022204.tif,3,False
477,./data/3/2020010314402804.tif,3,True
478,./data/3/2020010716255200.tif,3,True
479,./data/3/2020010713392502.tif,3,True
480,./data/3/2020010210211900.tif,3,False
481,./data/3/3020010209534801.tif,3,True
482,./data/3/2020010210115108.tif,3,True
483,./data/3/2020010216391004.tif,3,True
484,./data/3/3020010213325008.tif,3,True
485,./data/3/2020010211150902.tif,3,True
486,./data/3/3020010314492005.tif,3,True
487,./data/3/3020010715530206.tif,3,False
488,./data/3/3020010813362705.tif,3,True
489,./data/3/2020010811571500.tif,3,True
490,./data/3/2020010814224601.tif,3,True
491,./data/3/2020010815582809.tif,3,True
492,./data/3/3020010915524707.tif,3,False
493,./data/3/3020010617593001.tif,3,True
494,./data/3/3020010311083900.tif,3,False
495,./data/3/2020010314355500.tif,3,True
496,./data/3/2020010615054102.tif,3,True
497,./data/3/2020010614252802.tif,3,True
498,./data/3/3020010913315904.tif,3,True
499,./data/3/3020011011355004.tif,3,True
500,./data/3/3020010710010807.tif,3,True
501,./data/3/3020010215203702.tif,3,True
502,./data/3/3020010609261100.tif,3,True
503,./data/3/3020010713343601.tif,3,True
504,./data/3/2020010314131600.tif,3,True
505,./data/3/2020010217042304.tif,3,True
506,./data/3/202001091602270a.tif,3,True
507,./data/3/2020011316484701.tif,3,True
508,./data/3/2020010814353801.tif,3,True
509,./data/3/2020010311135403.tif,3,False
510,./data/3/2020010211081200.tif,3,True
511,./data/3/3020010814083807.tif,3,True
512,./data/3/2020010613322003.tif,3,True
513,./data/3/3020010611555401.tif,3,True
514,./data/3/3020010614164700.tif,3,True
515,./data/3/2020010813480502.tif,3,True
516,./data/3/2020010311251603.tif,3,True
517,./data/3/2020010315554409.tif,3,True
518,./data/3/2020010314592403.tif,3,True
519,./data/3/3020010813453507.tif,3,True
520,./data/3/3020010713350202.tif,3,True
521,./data/3/2020010914255600.tif,3,True
522,./data/3/2020010916505101.tif,3,True
523,./data/3/2020010715170404.tif,3,True
524,./data/3/2020010717243905.tif,3,True
525,./data/3/2020010713525603.tif,3,True
526,./data/3/3020010216441505.tif,3,True
527,./data/3/2020010211151300.tif,3,True
528,./data/3/2020010811580502.tif,3,False
529,./data/3/2020011008431501.tif,3,True
530,./data/3/3020010914083204.tif,3,True
531,./data/3/2020010216445902.tif,3,True
532,./data/3/3020010312401903.tif,3,True
533,./data/3/2020010913183500.tif,3,True
534,./data/3/2020011314532000.jpg,3,True
535,./data/3/2020010810031604.tif,3,True
536,./data/3/2020010911405004.tif,3,True
537,./data/3/3020010215513107.tif,3,True
538,./data/3/2020010709301701.tif,3,True
539,./data/3/3020010614241401.tif,3,True
540,./data/3/3020010211415300.tif,3,False
541,./data/3/2020010717160000.tif,3,True
542,./data/3/2020010910095202.tif,3,True
543,./data/3/3020010212301304.tif,3,True
544,./data/3/2020010613294404.tif,3,True
545,./data/3/202001031646390a.tif,3,False
546,./data/3/3020010915175105.tif,3,True
547,./data/3/2020010911173003.tif,3,False
548,./data/3/202001031634220t.tif,3,True
549,./data/3/3020011509061801.tif,3,True
550,./data/3/3020010610505803.tif,3,True
551,./data/3/3020010709292900.tif,3,True
552,./data/3/2020010915434607.tif,3,True
553,./data/3/2020010310370002.tif,3,True
554,./data/3/2020010710160204.jpg,3,True
555,./data/3/202001031046080h.tif,3,True
556,./data/3/2020011010210007.tif,3,True
557,./data/3/2020010716363004.tif,3,True
558,./data/3/2020010613160100.tif,3,True
559,./data/3/3020010715530300.tif,3,True
560,./data/3/2020010913483303.tif,3,True
561,./data/3/2020010309315601.jpg,3,True
562,./data/3/3020010315105802.tif,3,True
563,./data/3/3020011011571601.tif,3,True
564,./data/3/2020010711055602.tif,3,True
565,./data/3/302001031601120g.tif,3,True
566,./data/3/202001091729370b.tif,3,True
567,./data/3/202001061122000a.tif,3,False
568,./data/3/2020010917214902.tif,3,True
569,./data/3/2020010808451300.tif,3,True
570,./data/3/2020010816042807.tif,3,True
571,./data/3/3020010811081402.tif,3,True
572,./data/3/2020010914502201.tif,3,True
573,./data/3/3020010815483600.tif,3,True
574,./data/3/3020010809594003.tif,3,True
575,./data/3/3020010314093300.tif,3,True
576,./data/3/3020010816111403.tif,3,True
577,./data/3/2020010712541502.tif,3,False
578,./data/3/3020010715510000.tif,3,True
579,./data/3/2020010210280902.tif,3,True
580,./data/3/2020011317381400.jpg,3,False
581,./data/3/2020010211050001.tif,3,True
582,./data/3/3020010808485404.tif,3,True
583,./data/3/3020010314173200.tif,3,True
584,./data/3/202001021622320h.tif,3,True
585,./data/3/2020010218055403.tif,3,True
586,./data/3/2020010809251102.tif,3,True
587,./data/3/2020010210570903.tif,3,True
588,./data/3/3020010608572904.tif,3,True
589,./data/3/3020010916283501.tif,3,True
590,./data/3/2020010717113705.tif,3,True
591,./data/3/3020010917003707.tif,3,True
592,./data/3/3020010215185000.tif,3,True
593,./data/3/2020011409363302.jpg,3,True
594,./data/3/3020010213452904.tif,3,True
595,./data/3/2020010315192104.tif,3,True
596,./data/3/2020010716492702.tif,3,True
597,./data/3/2020010309270004.tif,3,True
598,./data/3/3020010813305203.tif,3,True
599,./data/3/2020010313270703.tif,3,True
600,./data/3/2020010214402302.tif,3,True
601,./data/3/2020010311515205.tif,3,True
602,./data/3/2020010309231401.tif,3,True
603,./data/3/2020010814033202.tif,3,True
604,./data/3/2020010315404602.tif,3,True
605,./data/3/2020010312272306.tif,3,True
606,./data/3/302001031620090i.tif,3,True
607,./data/3/3020010315292508.tif,3,True
608,./data/3/3020010608572700.jpg,3,True
609,./data/3/3020010614535701.tif,3,True
610,./data/3/2020010317241701.tif,3,True
611,./data/3/3020010814051406.tif,3,True
612,./data/3/2020010711203702.tif,3,True
613,./data/3/2020010715254001.tif,3,True
614,./data/3/2020011011442604.tif,3,True
615,./data/3/2020010210380805.tif,3,True
616,./data/3/3020010614152103.tif,3,True
617,./data/3/3020010915525106.tif,3,True
618,./data/3/202001021626190c.tif,3,True
619,./data/3/3020010917440202.tif,3,True
620,./data/3/2020010317403400.tif,3,True
621,./data/3/3020010811283907.tif,3,True
622,./data/3/2020010916164301.tif,3,True
623,./data/3/2020010214471500.tif,3,True
624,./data/3/2020010711494402.tif,3,True
625,./data/3/3020010316132400.tif,3,True
626,./data/3/3020010712381900.tif,3,True
627,./data/3/3020010811283707.tif,3,True
628,./data/3/202001071623030b.tif,3,True
629,./data/3/2020010818164305.tif,3,True
630,./data/3/3020010317380207.tif,3,True
631,./data/3/2020010611344802.tif,3,True
632,./data/3/2020010717332205.tif,3,True
633,./data/3/2020010216331905.tif,3,True
634,./data/3/3020010710371702.tif,3,True
635,./data/3/2020011012004102.tif,3,False
636,./data/3/3020010616453105.tif,3,True
637,./data/3/202001021433010a.tif,3,True
638,./data/3/202001081557140f.tif,3,True
639,./data/3/2020010814353805.tif,3,True
640,./data/3/202001091606230e.tif,3,True
641,./data/3/2020011010130300.tif,3,True
642,./data/3/3020010316232500.tif,3,True
643,./data/3/2020010615462103.tif,3,True
644,./data/3/2020010210241800.tif,3,False
645,./data/3/3020010616420608.tif,3,True
646,./data/3/2020010717581903.tif,3,True
647,./data/3/2020011513565601.tif,3,True
648,./data/3/2020012112252202.tif,3,True
649,./data/3/3020010715571904.tif,3,True
650,./data/3/3020010914315901.tif,3,True
651,./data/3/3020010909280100.jpg,3,True
652,./data/3/3020010614360908.tif,3,False
653,./data/3/2020010315192505.tif,3,True
654,./data/3/2020010811420501.tif,3,True
655,./data/3/2020010616211607.tif,3,True
656,./data/3/2020010614520507.tif,3,True
657,./data/3/2020010210211006.tif,3,True
658,./data/3/2020010811112300.jpg,3,True
659,./data/3/2020010914384906.tif,3,True
660,./data/3/2020010718265704.tif,3,True
661,./data/3/2020010713000004.tif,3,False
662,./data/3/2020010613554303.tif,3,True
